"2016-05-07T15:44:00Z",23.40,34.20
"2016-05-07T15:44:02Z",23.40,34.30
"2016-05-07T15:44:04Z",23.40,34.30
"2016-05-07T15:44:06Z",23.40,34.30
"2016-05-07T15:44:08Z",23.40,34.30
"2016-05-07T15:44:10Z",23.40,34.30
"2016-05-07T15:44:12Z",23.40,34.30
"2016-05-07T15:44:14Z",23.40,34.30
"2016-05-07T15:44:16Z",23.40,34.30
"2016-05-07T15:44:18Z",23.40,34.30
"2016-05-07T15:44:20Z",23.40,34.20
"2016-05-07T15:44:22Z",23.40,34.20
"2016-05-07T15:44:24Z",23.40,34.20
"2016-05-07T15:44:26Z",23.40,34.20
"2016-05-07T15:44:28Z",23.40,34.10
"2016-05-07T15:44:30Z",23.40,34.10
"2016-05-07T15:44:32Z",23.40,34.10
"2016-05-07T15:44:34Z",23.50,34.10
"2016-05-07T15:44:37Z",23.40,34.10
"2016-05-07T15:44:39Z",23.40,34.00
"2016-05-07T15:44:41Z",23.40,34.00
"2016-05-07T15:44:43Z",23.40,34.00
"2016-05-07T15:44:45Z",23.40,33.90
"2016-05-07T15:44:47Z",23.50,33.80
"2016-05-07T15:44:49Z",23.40,33.80
"2016-05-07T15:44:51Z",23.40,33.70
"2016-05-07T15:44:53Z",23.40,33.70
"2016-05-07T15:44:55Z",23.40,33.60
"2016-05-07T15:44:57Z",23.40,33.70
"2016-05-07T15:44:59Z",23.40,33.80
"2016-05-07T15:45:01Z",23.40,33.90
"2016-05-07T15:45:03Z",23.40,34.00
"2016-05-07T15:45:05Z",23.40,34.10
"2016-05-07T15:45:07Z",23.40,34.10
"2016-05-07T15:45:09Z",23.40,34.10
"2016-05-07T15:45:11Z",23.40,34.10
"2016-05-07T15:45:13Z",23.40,34.10
"2016-05-07T15:45:15Z",23.40,34.20
"2016-05-07T15:45:17Z",23.40,34.30
"2016-05-07T15:45:19Z",23.40,34.30
"2016-05-07T15:45:21Z",23.40,34.40
"2016-05-07T15:45:23Z",23.40,34.40
"2016-05-07T15:45:25Z",23.40,34.30
"2016-05-07T15:45:27Z",23.50,34.20
"2016-05-07T15:45:29Z",23.40,34.10
"2016-05-07T15:45:31Z",23.50,34.10
"2016-05-07T15:45:33Z",23.40,34.10
"2016-05-07T15:45:35Z",23.40,34.10
"2016-05-07T15:45:38Z",23.40,34.10
"2016-05-07T15:45:40Z",23.40,34.20
"2016-05-07T15:45:42Z",23.40,34.20
"2016-05-07T15:45:44Z",23.40,34.20
"2016-05-07T15:45:46Z",23.40,34.20
"2016-05-07T15:45:48Z",23.40,34.10
"2016-05-07T15:45:50Z",23.40,34.10
"2016-05-07T15:45:52Z",23.40,34.10
"2016-05-07T15:45:54Z",23.40,34.10
"2016-05-07T15:45:56Z",23.40,34.00
"2016-05-07T15:45:58Z",23.40,34.00
"2016-05-07T15:46:00Z",23.50,34.00
"2016-05-07T15:46:02Z",23.40,34.00
"2016-05-07T15:46:04Z",23.40,34.00
"2016-05-07T15:46:06Z",23.40,34.00
"2016-05-07T15:46:08Z",23.50,34.00
"2016-05-07T15:46:10Z",23.40,34.10
"2016-05-07T15:46:12Z",23.50,34.00
"2016-05-07T15:46:14Z",23.40,34.00
"2016-05-07T15:46:16Z",23.50,34.00
"2016-05-07T15:46:18Z",23.50,34.00
"2016-05-07T15:46:20Z",23.50,34.00
"2016-05-07T15:46:22Z",23.40,34.00
"2016-05-07T15:46:24Z",23.50,34.00
"2016-05-07T15:46:26Z",23.50,34.00
"2016-05-07T15:46:28Z",23.50,34.10
"2016-05-07T15:46:30Z",23.40,43.70
"2016-05-07T15:46:32Z",23.50,62.80
"2016-05-07T15:46:34Z",23.50,55.90
"2016-05-07T15:46:37Z",23.50,48.10
"2016-05-07T15:46:39Z",23.50,42.80
"2016-05-07T15:46:41Z",23.50,44.00
"2016-05-07T15:46:43Z",23.60,80.50
"2016-05-07T15:46:45Z",23.60,68.70
"2016-05-07T15:46:47Z",23.70,67.20
"2016-05-07T15:46:49Z",23.80,64.70
"2016-05-07T15:46:51Z",23.90,63.40
"2016-05-07T15:46:53Z",24.10,63.40
"2016-05-07T15:46:55Z",24.30,63.30
"2016-05-07T15:46:57Z",24.50,63.30
"2016-05-07T15:46:59Z",24.70,63.40
"2016-05-07T15:47:01Z",24.90,63.30
"2016-05-07T15:47:03Z",25.10,63.80
"2016-05-07T15:47:05Z",25.30,66.80
"2016-05-07T15:47:07Z",25.50,68.50
"2016-05-07T15:47:09Z",25.70,69.80
"2016-05-07T15:47:11Z",25.80,71.20
"2016-05-07T15:47:13Z",26.00,71.80
"2016-05-07T15:47:15Z",26.10,72.50
"2016-05-07T15:47:17Z",26.30,72.90
"2016-05-07T15:47:19Z",26.40,73.50
"2016-05-07T15:47:21Z",26.50,73.90
"2016-05-07T15:47:23Z",26.60,74.40
"2016-05-07T15:47:25Z",26.70,74.80
"2016-05-07T15:47:27Z",26.80,74.80
"2016-05-07T15:47:29Z",26.90,71.90
"2016-05-07T15:47:31Z",26.90,78.40
"2016-05-07T15:47:33Z",27.00,79.60
"2016-05-07T15:47:36Z",27.10,80.80
"2016-05-07T15:47:38Z",27.20,82.40
"2016-05-07T15:47:40Z",27.20,82.70
"2016-05-07T15:47:42Z",27.30,83.00
"2016-05-07T15:47:44Z",27.40,83.60
"2016-05-07T15:47:46Z",27.50,83.70
"2016-05-07T15:47:48Z",27.50,84.00
"2016-05-07T15:47:50Z",27.60,84.10
"2016-05-07T15:47:52Z",27.60,84.10
"2016-05-07T15:47:54Z",27.70,84.10
"2016-05-07T15:47:56Z",27.80,84.10
"2016-05-07T15:47:58Z",27.80,84.10
"2016-05-07T15:48:00Z",27.90,84.10
"2016-05-07T15:48:02Z",27.90,84.10
"2016-05-07T15:48:04Z",28.00,84.10
"2016-05-07T15:48:06Z",28.00,84.10
"2016-05-07T15:48:08Z",28.10,84.20
"2016-05-07T15:48:10Z",28.10,84.20
"2016-05-07T15:48:12Z",28.10,84.20
"2016-05-07T15:48:14Z",28.20,84.10
"2016-05-07T15:48:16Z",28.30,84.10
"2016-05-07T15:48:18Z",28.30,84.10
"2016-05-07T15:48:20Z",28.30,84.10
"2016-05-07T15:48:22Z",28.30,84.10
"2016-05-07T15:48:24Z",28.30,84.10
"2016-05-07T15:48:26Z",28.40,84.20
"2016-05-07T15:48:28Z",28.40,84.20
"2016-05-07T15:48:30Z",28.40,84.20
"2016-05-07T15:48:32Z",28.40,84.20
"2016-05-07T15:48:35Z",28.50,84.30
"2016-05-07T15:48:37Z",28.40,84.30
"2016-05-07T15:48:39Z",28.50,84.30
"2016-05-07T15:48:41Z",28.50,84.30
"2016-05-07T15:48:43Z",28.60,84.40
"2016-05-07T15:48:45Z",28.60,84.50
"2016-05-07T15:48:47Z",28.60,75.90
"2016-05-07T15:48:49Z",28.60,81.50
"2016-05-07T15:48:51Z",28.70,86.80
"2016-05-07T15:48:53Z",28.90,95.60
"2016-05-07T15:48:55Z",29.00,96.80
"2016-05-07T15:48:57Z",28.90,97.20
"2016-05-07T15:48:59Z",28.90,97.70
"2016-05-07T15:49:01Z",29.10,98.30
"2016-05-07T15:49:03Z",29.00,98.80
"2016-05-07T15:49:05Z",29.10,98.80
"2016-05-07T15:49:07Z",29.20,92.90
"2016-05-07T15:49:09Z",29.20,92.60
"2016-05-07T15:49:11Z",29.50,92.20
"2016-05-07T15:49:13Z",29.50,68.30
"2016-05-07T15:49:15Z",29.50,48.90
"2016-05-07T15:49:17Z",29.40,40.60
"2016-05-07T15:49:19Z",29.30,39.00
"2016-05-07T15:49:21Z",29.20,35.00
"2016-05-07T15:49:23Z",29.10,34.30
"2016-05-07T15:49:25Z",29.00,33.00
"2016-05-07T15:49:27Z",28.90,32.70
"2016-05-07T15:49:29Z",28.90,32.10
"2016-05-07T15:49:31Z",28.80,31.50
